,Date,Exercise Name,Weight,Reps,Notes,Primary Muscle Used,Epley 1RM,Machine Used,Full Weight
0,2024-09-19,Hip Abductor (Machine),65.0,10.0,"10x10s isometric holds, 1m rest in between per set",abductors,87,1,1
1,2024-09-19,Hip Abductor (Machine),65.0,10.0,,abductors,87,1,1
2,2024-09-19,Hip Abductor (Machine),55.0,10.0,,abductors,73,1,1
3,2024-09-19,Seated Leg Curl (Machine),77.16179176470715,11.0,2m 30 per set,hamstrings,105,1,1
4,2024-09-19,Seated Leg Curl (Machine),77.16179176470715,10.0,,hamstrings,103,1,1
5,2024-09-19,Seated Leg Curl (Machine),77.16179176470715,8.0,,hamstrings,98,1,1
6,2024-09-19,Seated Leg Curl (Machine),55.11556554621939,7.0,2m 30 per set,hamstrings,68,1,1
7,2024-09-19,Seated Leg Curl (Machine),44.09245243697551,8.0,,hamstrings,56,1,1
8,2024-09-19,Seated Leg Curl (Machine),38.58089588235357,10.0,,hamstrings,51,1,1
9,2024-09-19,Calf Stretch,65.0,1.0,"Single Leg, stretching for 2m 30, 1m 30 rest after 2 sets (both legs), \nR/L",n/a,67,0,1
10,2024-09-19,Calf Stretch,65.0,1.0,,n/a,67,0,1
11,2024-09-19,Calf Stretch,65.0,1.0,,n/a,67,0,1
12,2024-09-19,Calf Stretch,65.0,1.0,,n/a,67,0,1
13,2024-09-23,Lat Pulldown (Cable),33.0,13.0,2m 30 per set,lats,47,1,1
14,2024-09-23,Lat Pulldown (Cable),33.0,15.0,,lats,50,1,1
15,2024-09-23,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
16,2024-09-23,Lat Pulldown (Cable),33.0,13.0,,lats,47,1,1
17,2024-09-23,Triceps Press down (Rope),11.25,12.0,,triceps,16,1,1
18,2024-09-23,Triceps Press down (Rope),11.25,10.0,,triceps,15,1,1
19,2024-09-23,Triceps Press down (Rope),11.25,10.0,,triceps,15,1,1
20,2024-09-23,Triceps Press down (Rope),11.25,9.0,,triceps,15,1,1
21,2024-09-23,Lateral Raise (Dumbbell),2.5,14.0,"Super ROM, 2m 30 per set (21m start)",delts,4,0,0
22,2024-09-23,Lateral Raise (Dumbbell),2.5,11.0,,delts,3,0,0
23,2024-09-23,Lateral Raise (Dumbbell),2.5,11.0,,delts,3,0,0
24,2024-09-23,Lateral Raise (Dumbbell),2.5,10.0,,delts,3,0,0
25,2024-09-23,Hanging Knee Raise,0.0,13.0,2m 30 break,abs,0,0,1
26,2024-09-23,Hanging Knee Raise,0.0,8.0,,abs,0,0,1
27,2024-09-23,Hanging Knee Raise,0.0,7.0,,abs,0,0,1
28,2024-09-24,Chest Press (Machine),20.0,12.0,2m 30 per set,pecs,28,1,1
29,2024-09-24,Chest Press (Machine),25.0,14.0,,pecs,37,1,1
30,2024-09-24,Chest Press (Machine),25.0,14.0,,pecs,37,1,1
31,2024-09-24,Chest Press (Machine),25.0,11.0,,pecs,34,1,1
32,2024-09-24,Hammer Curl (Dumbbell),5.0,12.0,,biceps,7,0,0
33,2024-09-24,Hammer Curl (Dumbbell),7.5,12.0,,biceps,10,0,0
34,2024-09-24,Hammer Curl (Dumbbell),7.5,8.0,,biceps,10,0,0
35,2024-09-24,Hammer Curl (Dumbbell),7.0,9.0,,biceps,9,0,0
36,2024-09-24,Abdominal Machine,25.0,14.0,,abs,37,1,1
37,2024-09-24,Abdominal Machine,25.0,15.0,,abs,38,1,1
38,2024-09-24,Abdominal Machine,25.0,13.0,,abs,36,1,1
39,2024-09-24,Abdominal Machine,25.0,11.0,,abs,34,1,1
40,2024-09-25,Triceps Press down (Rope),11.25,18.0,2m 30 per set,triceps,18,1,1
41,2024-09-25,Triceps Press down (Rope),11.25,14.0,,triceps,16,1,1
42,2024-09-25,Triceps Press down (Rope),11.25,9.0,,triceps,15,1,1
43,2024-09-25,Triceps Press down (Rope),11.25,11.0,,triceps,15,1,1
44,2024-09-25,Lateral Raise (Dumbbell),2.5,11.0,Full ROM. 2m30 per set. 9m30 start,delts,3,0,0
45,2024-09-25,Lateral Raise (Dumbbell),2.5,13.0,,delts,4,0,0
46,2024-09-25,Lateral Raise (Dumbbell),2.5,13.0,,delts,4,0,0
47,2024-09-25,Lateral Raise (Dumbbell),2.5,10.0,,delts,3,0,0
48,2024-09-25,Lat Pulldown (Cable),33.0,10.0,"19m30 start, 2m 30 per set",lats,44,1,1
49,2024-09-25,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
50,2024-09-25,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
51,2024-09-25,Lat Pulldown (Cable),33.0,10.0,,lats,44,1,1
52,2024-09-25,Calf Stretch,65.0,1.0,"L/R superset, 2m30 each side, 1m30 rest. 30m start",n/a,67,0,1
53,2024-09-25,Calf Stretch,65.0,1.0,,n/a,67,0,1
54,2024-09-25,Calf Stretch,65.0,1.0,,n/a,67,0,1
55,2024-09-25,Calf Stretch,65.0,1.0,,n/a,67,0,1
56,2024-09-27,Hammer Curl (Dumbbell),7.0,14.0,,biceps,10,0,0
57,2024-09-27,Hammer Curl (Dumbbell),7.0,12.0,,biceps,10,0,0
58,2024-09-27,Hammer Curl (Dumbbell),7.0,11.0,,biceps,10,0,0
59,2024-09-27,Hammer Curl (Dumbbell),7.0,10.0,,biceps,9,0,0
60,2024-09-27,Chest Press (Machine),30.0,13.0,,pecs,43,1,1
61,2024-09-27,Chest Press (Machine),30.0,11.0,,pecs,41,1,1
62,2024-09-27,Chest Press (Machine),30.0,9.0,,pecs,39,1,1
63,2024-09-27,Chest Press (Machine),25.0,11.0,,pecs,34,1,1
64,2024-09-27,Abdominal Machine,30.0,11.0,,abs,41,1,1
65,2024-09-27,Abdominal Machine,30.0,10.0,,abs,40,1,1
66,2024-09-27,Abdominal Machine,30.0,9.0,,abs,39,1,1
67,2024-09-27,Calf Stretch,70.0,1.0,L/R supersets 2m30 hold. 1m 30 rest ,n/a,72,0,1
68,2024-09-27,Calf Stretch,70.0,1.0,,n/a,72,0,1
69,2024-09-27,Calf Stretch,70.0,1.0,,n/a,72,0,1
70,2024-09-27,Calf Stretch,70.0,1.0,,n/a,72,0,1
71,2024-09-30,Lat Pulldown (Cable),40.0,7.0,2m 30 per set,lats,49,1,1
72,2024-09-30,Lat Pulldown (Cable),33.0,13.0,,lats,47,1,1
73,2024-09-30,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
74,2024-09-30,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
75,2024-09-30,Triceps Extension (Dumbbell),11.25,13.0,"Seated, 2m 30 per set",triceps,16,0,0
76,2024-09-30,Triceps Extension (Dumbbell),11.25,11.0,,triceps,15,0,0
77,2024-09-30,Triceps Extension (Dumbbell),11.25,10.0,,triceps,15,0,0
78,2024-09-30,Triceps Extension (Dumbbell),11.25,10.0,,triceps,15,0,0
79,2024-09-30,Lateral Raise (Dumbbell),2.5,13.0,"Super ROM, 2m 30 per set",delts,4,0,0
80,2024-09-30,Lateral Raise (Dumbbell),2.5,10.0,,delts,3,0,0
81,2024-09-30,Lateral Raise (Dumbbell),2.5,10.0,,delts,3,0,0
82,2024-09-30,Lateral Raise (Dumbbell),2.5,9.0,,delts,3,0,0
83,2024-09-30,Hip Abductor (Machine),65.0,6.0,"1m 30 rest, 10s holds",abductors,78,1,1
84,2024-09-30,Hip Abductor (Machine),55.0,10.0,,abductors,73,1,1
85,2024-09-30,Hip Abductor (Machine),55.0,10.0,,abductors,73,1,1
86,2024-09-30,Leg Extension (Machine),55.11556554621939,6.0,1m 30 rest,quads,66,1,1
87,2024-09-30,Leg Extension (Machine),44.09245243697551,11.0,,quads,60,1,1
88,2024-09-30,Leg Extension (Machine),44.09245243697551,9.0,,quads,57,1,1
89,2024-09-30,Seated Leg Curl (Machine),55.11556554621939,15.0,1m 30 rest,hamstrings,83,1,1
90,2024-09-30,Seated Leg Curl (Machine),55.11556554621939,12.0,,hamstrings,77,1,1
91,2024-09-30,Seated Leg Curl (Machine),55.11556554621939,9.0,,hamstrings,72,1,1
92,2024-09-30,Calf Stretch,65.0,1.0,"Single leg, 1m 30 between sets, L/R, stretch for 2m30",n/a,67,0,1
93,2024-09-30,Calf Stretch,65.0,1.0,,n/a,67,0,1
94,2024-09-30,Calf Stretch,65.0,1.0,,n/a,67,0,1
95,2024-09-30,Calf Stretch,65.0,1.0,,n/a,67,0,1
96,2024-10-01,Chest Press (Machine),30.0,17.0,,pecs,47,1,1
97,2024-10-01,Chest Press (Machine),30.0,8.0,,pecs,38,1,1
98,2024-10-01,Chest Press (Machine),25.0,13.0,,pecs,36,1,1
99,2024-10-01,Chest Press (Machine),25.0,11.0,,pecs,34,1,1
100,2024-10-01,Abdominal Machine,30.0,8.0,,abs,38,1,1
101,2024-10-01,Abdominal Machine,25.0,13.0,,abs,36,1,1
102,2024-10-01,Abdominal Machine,25.0,12.0,,abs,35,1,1
103,2024-10-01,Hammer Curl (Dumbbell),7.0,14.0,,biceps,10,0,0
104,2024-10-01,Hammer Curl (Dumbbell),7.0,13.0,,biceps,10,0,0
105,2024-10-01,Hammer Curl (Dumbbell),7.0,13.0,,biceps,10,0,0
106,2024-10-01,Hammer Curl (Dumbbell),7.0,9.0,,biceps,9,0,0
107,2024-10-02,Lat Pulldown (Cable),25.0,9.0,,lats,32,1,1
108,2024-10-02,Lat Pulldown (Cable),22.5,11.0,,lats,31,1,1
109,2024-10-02,Lat Pulldown (Cable),22.5,10.0,,lats,30,1,1
110,2024-10-02,Lat Pulldown (Cable),22.5,10.0,,lats,30,1,1
111,2024-10-02,Triceps Extension (Dumbbell),5.0,13.0,,triceps,7,0,0
112,2024-10-02,Triceps Extension (Dumbbell),5.0,11.0,,triceps,7,0,0
113,2024-10-02,Triceps Extension (Dumbbell),5.0,11.0,,triceps,7,0,0
114,2024-10-02,Triceps Extension (Dumbbell),5.0,10.0,,triceps,7,0,0
115,2024-10-02,Lateral Raise (Dumbbell),2.0,15.0,,delts,3,0,0
116,2024-10-02,Lateral Raise (Dumbbell),2.0,11.0,,delts,3,0,0
117,2024-10-02,Lateral Raise (Dumbbell),2.0,11.0,,delts,3,0,0
118,2024-10-02,Lateral Raise (Dumbbell),2.0,10.0,,delts,3,0,0
119,2024-10-04,Chest Press (Machine),30.0,13.0,,pecs,43,1,1
120,2024-10-04,Chest Press (Machine),30.0,12.0,,pecs,42,1,1
121,2024-10-04,Chest Press (Machine),30.0,8.0,,pecs,38,1,1
122,2024-10-04,Chest Press (Machine),25.0,13.0,,pecs,36,1,1
123,2024-10-04,Hammer Curl (Dumbbell),7.0,13.0,,biceps,10,0,0
124,2024-10-04,Hammer Curl (Dumbbell),7.0,12.0,,biceps,10,0,0
125,2024-10-04,Hammer Curl (Dumbbell),7.0,10.0,,biceps,9,0,0
126,2024-10-04,Hammer Curl (Dumbbell),7.0,10.0,,biceps,9,0,0
127,2024-10-07,Lat Pulldown (Cable),33.0,17.0,2m 30 per set,lats,52,1,1
128,2024-10-07,Lat Pulldown (Cable),33.0,16.0,,lats,51,1,1
129,2024-10-07,Lat Pulldown (Cable),33.0,14.0,,lats,48,1,1
130,2024-10-07,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
131,2024-10-07,Lateral Raise (Dumbbell),3.0,11.0,2m 30 per set,delts,4,0,0
132,2024-10-07,Lateral Raise (Dumbbell),3.0,8.0,,delts,4,0,0
133,2024-10-07,Lateral Raise (Dumbbell),2.5,10.0,,delts,3,0,0
134,2024-10-07,Lateral Raise (Dumbbell),2.5,9.0,,delts,3,0,0
135,2024-10-07,Triceps Extension (Dumbbell),11.25,14.0,2m 30 per set,triceps,16,0,0
136,2024-10-07,Triceps Extension (Dumbbell),11.25,13.0,,triceps,16,0,0
137,2024-10-07,Triceps Extension (Dumbbell),11.25,14.0,,triceps,16,0,0
138,2024-10-07,Triceps Extension (Dumbbell),11.25,12.0,,triceps,16,0,0
139,2024-10-08,Chest Press (Machine),30.0,14.0,,pecs,44,1,1
140,2024-10-08,Chest Press (Machine),30.0,9.0,,pecs,39,1,1
141,2024-10-08,Chest Press (Machine),30.0,9.0,,pecs,39,1,1
142,2024-10-08,Chest Press (Machine),30.0,8.0,,pecs,38,1,1
143,2024-10-08,Abdominal Machine,30.0,11.0,,abs,41,1,1
144,2024-10-08,Abdominal Machine,30.0,11.0,,abs,41,1,1
145,2024-10-08,Abdominal Machine,30.0,9.0,,abs,39,1,1
146,2024-10-08,Hammer Curl (Dumbbell),7.5,14.0,,biceps,11,0,0
147,2024-10-08,Hammer Curl (Dumbbell),7.5,12.0,,biceps,10,0,0
148,2024-10-08,Hammer Curl (Dumbbell),7.5,9.0,,biceps,10,0,0
149,2024-10-08,Hammer Curl (Dumbbell),6.0,11.0,,biceps,8,0,0
150,2024-10-10,Lat Pulldown (Cable),40.0,15.0,,lats,60,1,1
151,2024-10-10,Lat Pulldown (Cable),40.0,12.0,,lats,56,1,1
152,2024-10-10,Lat Pulldown (Cable),40.0,7.0,,lats,49,1,1
153,2024-10-10,Lat Pulldown (Cable),33.0,13.0,,lats,47,1,1
154,2024-10-10,Triceps Extension (Dumbbell),13.75,14.0,,triceps,20,0,0
155,2024-10-10,Triceps Extension (Dumbbell),13.75,7.0,,triceps,17,0,0
156,2024-10-10,Triceps Extension (Dumbbell),11.25,13.0,,triceps,16,0,0
157,2024-10-10,Triceps Extension (Dumbbell),11.25,13.0,,triceps,16,0,0
158,2024-10-10,Lateral Raise (Dumbbell),3.0,17.0,,delts,5,0,0
159,2024-10-10,Lateral Raise (Dumbbell),3.0,13.0,,delts,4,0,0
160,2024-10-10,Lateral Raise (Dumbbell),3.0,9.0,,delts,4,0,0
161,2024-10-10,Lateral Raise (Dumbbell),3.0,10.0,,delts,4,0,0
162,2024-10-11,Chest Press (Machine),30.0,16.0,,pecs,46,1,1
163,2024-10-11,Chest Press (Machine),30.0,13.0,,pecs,43,1,1
164,2024-10-11,Chest Press (Machine),30.0,13.0,,pecs,43,1,1
165,2024-10-11,Chest Press (Machine),30.0,10.0,,pecs,40,1,1
166,2024-10-11,Hammer Curl (Dumbbell),7.5,16.0,,biceps,12,0,0
167,2024-10-11,Hammer Curl (Dumbbell),7.5,11.0,,biceps,10,0,0
168,2024-10-11,Hammer Curl (Dumbbell),7.5,8.0,,biceps,10,0,0
169,2024-10-11,Hammer Curl (Dumbbell),7.5,9.0,,biceps,10,0,0
170,2024-10-11,Abdominal Machine,30.0,14.0,,abs,44,1,1
171,2024-10-11,Abdominal Machine,30.0,12.0,,abs,42,1,1
172,2024-10-11,Abdominal Machine,30.0,8.0,,abs,38,1,1
173,2024-10-15,Lat Pulldown (Cable),40.0,15.0,,lats,60,1,1
174,2024-10-15,Lat Pulldown (Cable),40.0,13.0,,lats,57,1,1
175,2024-10-15,Lat Pulldown (Cable),40.0,9.0,,lats,52,1,1
176,2024-10-15,Lat Pulldown (Cable),40.0,8.0,,lats,51,1,1
177,2024-10-15,Lateral Raise (Dumbbell),3.0,16.0,,delts,5,0,0
178,2024-10-15,Lateral Raise (Dumbbell),3.0,12.0,,delts,4,0,0
179,2024-10-15,Lateral Raise (Dumbbell),3.0,10.0,,delts,4,0,0
180,2024-10-15,Lateral Raise (Dumbbell),3.0,9.0,,delts,4,0,0
181,2024-10-15,Triceps Extension (Dumbbell),13.75,12.0,,triceps,19,0,0
182,2024-10-15,Triceps Extension (Dumbbell),13.75,11.0,,triceps,19,0,0
183,2024-10-15,Triceps Extension (Dumbbell),13.75,6.0,,triceps,16,0,0
184,2024-10-15,Triceps Extension (Dumbbell),11.25,11.0,,triceps,15,0,0
185,2024-10-16,Abdominal Machine,30.0,17.0,,abs,47,1,1
186,2024-10-16,Abdominal Machine,30.0,16.0,,abs,46,1,1
187,2024-10-16,Abdominal Machine,30.0,12.0,,abs,42,1,1
188,2024-10-16,Chest Press (Machine),30.0,13.0,,pecs,43,1,1
189,2024-10-16,Chest Press (Machine),30.0,9.0,,pecs,39,1,1
190,2024-10-16,Chest Press (Machine),27.5,10.0,,pecs,37,1,1
191,2024-10-16,Chest Press (Machine),27.5,9.0,,pecs,36,1,1
192,2024-10-16,Hammer Curl (Dumbbell),7.5,12.0,,biceps,10,0,0
193,2024-10-16,Hammer Curl (Dumbbell),7.5,11.0,,biceps,10,0,0
194,2024-10-16,Hammer Curl (Dumbbell),7.5,9.0,,biceps,10,0,0
195,2024-10-16,Hammer Curl (Dumbbell),7.5,8.0,,biceps,10,0,0
196,2024-10-16,Hip Adductor (Machine),50.0,20.0,,adductors,83,1,1
197,2024-10-16,Hip Adductor (Machine),60.0,20.0,,adductors,100,1,1
198,2024-10-16,Hip Adductor (Machine),70.0,15.0,,adductors,105,1,1
199,2024-10-16,Seated Leg Curl (Machine),55.11556554621939,15.0,,hamstrings,83,1,1
200,2024-10-16,Seated Leg Curl (Machine),55.11556554621939,13.0,,hamstrings,79,1,1
201,2024-10-16,Seated Leg Curl (Machine),55.11556554621939,10.0,,hamstrings,73,1,1
202,2024-10-16,Leg Extension (Machine),55.11556554621939,4.0,,quads,62,1,1
203,2024-10-16,Leg Extension (Machine),44.09245243697551,5.0,,quads,51,1,1
204,2024-10-16,Leg Extension (Machine),44.09245243697551,9.0,,quads,57,1,1
205,2024-10-16,Leg Extension (Machine),33.06933932773163,8.0,,quads,42,1,1
206,2024-10-16,Hip Abductor (Machine),55.0,6.0,,abductors,66,1,1
207,2024-10-16,Hip Abductor (Machine),45.0,4.0,,abductors,51,1,1
208,2024-10-17,Triceps Extension (Dumbbell),13.75,15.0,,triceps,21,0,0
209,2024-10-17,Triceps Extension (Dumbbell),13.75,10.0,,triceps,18,0,0
210,2024-10-17,Triceps Extension (Dumbbell),13.75,9.0,,triceps,18,0,0
211,2024-10-17,Triceps Extension (Dumbbell),11.25,9.0,,triceps,15,0,0
212,2024-10-17,Lat Pulldown (Cable),40.0,13.0,,lats,57,1,1
213,2024-10-17,Lat Pulldown (Cable),40.0,10.0,,lats,53,1,1
214,2024-10-17,Lat Pulldown (Cable),33.0,11.0,,lats,45,1,1
215,2024-10-17,Lat Pulldown (Cable),33.0,10.0,,lats,44,1,1
216,2024-10-17,Lateral Raise (Dumbbell),3.0,14.0,,delts,4,0,0
217,2024-10-17,Lateral Raise (Dumbbell),3.0,12.0,,delts,4,0,0
218,2024-10-17,Lateral Raise (Dumbbell),3.0,9.0,,delts,4,0,0
219,2024-10-17,Lateral Raise (Dumbbell),2.5,8.0,,delts,3,0,0
220,2024-10-21,Hip Adductor (Machine),65.0,20.0,,adductors,108,1,1
221,2024-10-21,Hip Adductor (Machine),65.0,20.0,,adductors,108,1,1
222,2024-10-21,Hip Adductor (Machine),65.0,18.0,,adductors,104,1,1
223,2024-10-21,Hip Abductor (Machine),65.0,8.0,,abductors,82,1,1
224,2024-10-21,Hip Abductor (Machine),60.0,7.0,,abductors,74,1,1
225,2024-10-21,Hip Abductor (Machine),60.0,10.0,,abductors,80,1,1
226,2024-10-21,Hip Abductor (Machine),60.0,11.0,,abductors,82,1,1
227,2024-10-21,Seated Leg Curl (Machine),55.11556554621939,18.0,,hamstrings,88,1,1
228,2024-10-21,Seated Leg Curl (Machine),55.11556554621939,14.0,,hamstrings,81,1,1
229,2024-10-21,Seated Leg Curl (Machine),55.11556554621939,10.0,,hamstrings,73,1,1
230,2024-10-21,Abdominal Machine,32.5,13.0,,abs,47,1,1
231,2024-10-21,Abdominal Machine,32.5,9.0,,abs,42,1,1
232,2024-10-21,Chest Press (Machine),30.0,14.0,,pecs,44,1,1
233,2024-10-21,Chest Press (Machine),30.0,12.0,,pecs,42,1,1
234,2024-10-21,Chest Press (Machine),30.0,7.0,,pecs,37,1,1
235,2024-10-21,Chest Press (Machine),25.0,10.0,,pecs,33,1,1
236,2024-10-21,Hammer Curl (Dumbbell),7.0,18.0,,biceps,11,0,0
237,2024-10-21,Hammer Curl (Dumbbell),7.0,9.0,,biceps,9,0,0
238,2024-10-21,Hammer Curl (Dumbbell),7.0,11.0,,biceps,10,0,0
239,2024-10-21,Hammer Curl (Dumbbell),7.0,10.0,,biceps,9,0,0
240,2024-10-22,Triceps Extension (Dumbbell),13.75,16.0,,triceps,21,0,0
241,2024-10-22,Triceps Extension (Dumbbell),13.75,12.0,,triceps,19,0,0
242,2024-10-22,Triceps Extension (Dumbbell),13.75,10.0,,triceps,18,0,0
243,2024-10-22,Lat Pulldown (Cable),40.0,13.0,,lats,57,1,1
244,2024-10-22,Lat Pulldown (Cable),40.0,8.0,,lats,51,1,1
245,2024-10-22,Lat Pulldown (Cable),33.0,12.0,,lats,46,1,1
246,2024-10-23,Chest Press (Machine),30.0,14.0,,pecs,44,1,1
247,2024-10-23,Chest Press (Machine),30.0,11.0,,pecs,41,1,1
248,2024-10-23,Chest Press (Machine),30.0,10.0,,pecs,40,1,1
249,2024-10-23,Chest Press (Machine),30.0,8.0,,pecs,38,1,1
250,2024-10-23,Hammer Curl (Dumbbell),7.5,17.0,,biceps,12,0,0
251,2024-10-23,Hammer Curl (Dumbbell),7.5,11.0,,biceps,10,0,0
252,2024-10-23,Hammer Curl (Dumbbell),7.5,10.0,,biceps,10,0,0
253,2024-10-23,Hammer Curl (Dumbbell),7.5,9.0,,biceps,10,0,0
254,2024-10-23,Lateral Raise (Dumbbell),3.0,15.0,,delts,4,0,0
255,2024-10-23,Lateral Raise (Dumbbell),3.0,13.0,,delts,4,0,0
256,2024-10-23,Lateral Raise (Dumbbell),3.0,12.0,,delts,4,0,0
257,2024-10-23,Lateral Raise (Dumbbell),3.0,9.0,,delts,4,0,0
258,2024-10-25,Lat Pulldown (Cable),40.0,14.0,,lats,59,1,1
259,2024-10-25,Lat Pulldown (Cable),40.0,13.0,,lats,57,1,1
260,2024-10-25,Lat Pulldown (Cable),40.0,9.0,,lats,52,1,1
261,2024-10-25,Lat Pulldown (Cable),40.0,10.0,,lats,53,1,1
262,2024-10-25,Triceps Extension (Dumbbell),13.75,10.0,,triceps,18,0,0
263,2024-10-25,Triceps Extension (Dumbbell),11.75,15.0,,triceps,18,0,0
264,2024-10-25,Triceps Extension (Dumbbell),11.75,13.0,,triceps,17,0,0
265,2024-10-25,Triceps Extension (Dumbbell),11.25,8.0,,triceps,14,0,0
266,2024-10-25,Lateral Raise (Dumbbell),3.0,13.0,,delts,4,0,0
267,2024-10-25,Lateral Raise (Dumbbell),3.0,11.0,,delts,4,0,0
268,2024-10-25,Lateral Raise (Dumbbell),3.0,9.0,,delts,4,0,0
269,2024-10-25,Lateral Raise (Dumbbell),3.0,10.0,,delts,4,0,0
270,2024-10-25,Hip Abductor (Machine),55.0,5.0,,abductors,64,1,1
271,2024-10-25,Hip Abductor (Machine),50.0,9.0,,abductors,65,1,1
272,2024-10-25,Hip Abductor (Machine),50.0,8.0,,abductors,63,1,1
273,2024-10-25,Hip Abductor (Machine),45.0,9.0,,abductors,58,1,1
274,2024-10-25,Hip Adductor (Machine),60.0,10.0,,adductors,80,1,1
275,2024-10-25,Hip Adductor (Machine),70.0,5.0,,adductors,82,1,1
276,2024-10-25,Hip Adductor (Machine),65.0,2.0,,adductors,69,1,1
277,2024-10-25,Hip Adductor (Machine),65.0,8.0,,adductors,82,1,1
278,2024-10-25,Hip Adductor (Machine),60.0,2.0,,adductors,64,1,1
279,2024-10-25,Hip Adductor (Machine),60.0,6.0,,adductors,72,1,1
280,2024-10-25,Hip Adductor (Machine),55.0,3.0,,adductors,61,1,1
281,2024-10-28,Chest Press (Machine),30.0,14.0,,pecs,44,1,1
282,2024-10-28,Chest Press (Machine),30.0,14.0,,pecs,44,1,1
283,2024-10-28,Chest Press (Machine),30.0,10.0,,pecs,40,1,1
284,2024-10-28,Chest Press (Machine),30.0,5.0,,pecs,35,1,1
285,2024-10-28,Chest Press (Machine),25.0,4.0,,pecs,28,1,1
286,2024-10-28,Hammer Curl (Dumbbell),7.5,20.0,,biceps,12,0,0
